,Index,vote,TS,XGB,Random Forest Regressor,bayes,svr,lars,Linear Regression,lasso,ridge,elastic
59,59,489.8838538952041,490.0313964701784,489.98566,489.686226569734,489.6672126848559,492.48435469808175,489.85846817895407,489.6561235440871,492.48435469808175,489.6298716893983,491.8731150351302
60,60,490.3501238886893,489.8986001723009,489.89105,491.07526077605047,490.1336889867384,492.48435469808175,489.9913067812017,489.7899375668736,492.48435469808175,489.9370749637303,492.08171262812186
61,61,495.651620190368,502.0856908025983,495.68396,496.19314676736144,493.52065902754987,492.48435469808175,493.30237964518216,493.892894683473,492.48435469808175,493.58567417620645,492.7917074190309
62,62,491.2930522498836,490.5432133337037,490.77368,492.4089067422881,490.2910037069125,492.48435469808175,490.2776775815528,490.0256327518373,492.48435469808175,490.2040274300382,491.9841191466732
63,63,489.5801592828102,493.2549371302339,487.7918,486.94520969109647,490.92483518705774,492.48435469808175,490.893551802519,490.2613314125561,492.48435469808175,490.63565360928897,492.1906772885631
64,64,490.1997224245912,489.8528136288696,489.98825,490.5226041529775,490.40024769559886,492.48435469808175,490.2731371993594,490.2643850066602,492.48435469808175,490.3159363073061,492.0701661121186
65,65,492.916929216543,493.1975554752813,493.7761,489.08778505063657,497.5959092819747,492.48435469808175,497.0219500185898,497.37586880560445,492.48435469808175,497.5650076135294,493.3480604744565
66,66,489.41684964955056,489.7912875977589,489.65683,488.0815907324573,490.10493689219817,492.48435469808175,490.1967187852551,489.9153142978967,492.48435469808175,490.0099113296314,492.47296479973227
67,67,491.52913754558375,491.35278423376025,491.00314,492.2326214596215,489.6818734770829,492.48435469808175,489.82080945834633,489.85796779652026,492.48435469808175,489.7390145302332,492.0028961255528
68,68,489.4782926288956,490.3664637840024,489.8349,488.0942332026879,490.0244934043008,492.48435469808175,489.9055842485248,490.0783602006273,492.48435469808175,490.0464867735757,491.9298131694087
69,69,489.4354790978721,490.27642023946055,489.52304,488.4187929003721,489.5031928030801,492.48435469808175,489.6932749098842,489.5535758233085,492.48435469808175,489.5003881741668,491.8802614642731
70,70,489.5566141875852,489.68909010902615,489.98236,488.5559737618837,490.6067316692888,492.48435469808175,490.6340010488889,490.7250104084689,492.48435469808175,490.6789043500691,492.0084068172072
71,71,501.36066504144975,500.8376869113967,498.77194,499.1581590294308,500.1713011298935,492.48435469808175,499.6835141048997,499.8283668748168,492.48435469808175,500.0477430388401,493.791190046852
72,72,491.3075987202597,491.0884348800339,490.3441,492.4629136810189,489.8317959913111,492.48435469808175,490.0481017724164,489.8370205808951,492.48435469808175,489.8140290144861,491.9454557540885
73,73,490.8940421809107,492.8834327753245,489.58707,489.09937233394254,489.76097250290326,492.48435469808175,489.68696038206537,489.72699481515946,492.48435469808175,489.7139556942704,492.159896306342
74,74,494.6605256832197,493.84788832424846,493.83923,497.1080502704944,493.13572035469167,492.48435469808175,493.7422357064439,493.1810921768963,492.48435469808175,493.1238620920371,492.7142813784236
75,75,488.4519331192956,489.9777175741548,488.8365,485.7013334733815,490.7791442009721,492.48435469808175,490.8480860174469,490.8655025812711,492.48435469808175,490.86391980134766,492.0159819714754
76,76,490.3326854663555,491.0456913017283,490.2344,490.7899049682089,489.7551179157985,492.48435469808175,489.9252771798131,489.342266551343,492.48435469808175,489.585557947523,491.9468768413597
77,77,500.22207634047146,497.5303249828014,499.06195,499.8765437307869,499.4507630399903,492.48435469808175,499.7324237972983,499.3049508877428,492.48435469808175,499.3860456992307,493.6359250702603
78,78,491.5010209446869,490.9768640038786,491.25775,491.9646542477808,490.373270545577,492.48435469808175,490.3277364256359,490.46308439394215,492.48435469808175,490.4147679602919,491.98111422118944
79,79,492.164253366764,492.2123098443486,493.76028,495.9358932354743,494.6925962989099,492.48435469808175,495.2893230046706,494.4912522504165,492.48435469808175,494.6182887755488,493.00784108516086
80,80,490.9242993217249,489.648342450397,489.9739,492.7811729708043,490.0739166840063,492.48435469808175,490.1679211498218,490.0187437201535,492.48435469808175,490.0122773796763,492.4695003049446
81,81,501.0232332930152,502.5302862399759,498.54318,497.378545032691,499.7425530522884,492.48435469808175,499.993470026582,499.6948835968037,492.48435469808175,499.7129014565271,493.7728226933236
82,82,492.21829237086087,494.770198398484,489.8602,490.5007553787447,491.01129151815024,492.48435469808175,491.03334495286936,490.8202086100048,492.48435469808175,490.8823699909566,492.1946093585788
83,83,492.6543049931825,495.3907222494568,494.71436,494.2908803032531,495.46832722845886,492.48435469808175,495.305386260412,495.5887293917291,492.48435469808175,495.5496633441746,492.964195045074
84,84,491.1921971013767,491.7356066618231,490.79465,491.1736566740576,490.9159088250258,492.48435469808175,490.9598062600917,491.0983158135181,492.48435469808175,491.1143809312259,491.95683664043673
85,85,494.4440486802685,496.3707634919749,495.00958,497.8442522431537,494.877789007799,492.48435469808175,494.76860505648233,494.7543316201729,492.48435469808175,494.83198323762537,492.9193645979839
86,86,495.6340789095054,504.7890599771857,492.59247,490.8542459454816,494.06740783749575,492.48435469808175,494.145146259323,494.5622024404925,492.48435469808175,494.297786567563,492.9742254824048
87,87,490.4934455096473,490.1922652314326,490.0917,491.1314249796236,489.8987776126196,492.48435469808175,490.0781572233626,489.9361071462827,492.48435469808175,489.88483961744737,491.9603386441759
88,88,491.4266051048608,491.11112378264426,491.05344,492.2944242881264,489.7793296496991,492.48435469808175,489.9831389632798,489.47140439085024,492.48435469808175,489.6494286100362,491.9469418833789
89,89,489.3477918602953,490.4687489236011,490.02722,487.647770315444,489.8587669501294,492.48435469808175,489.95329873439226,489.9194053224063,492.48435469808175,489.8786211663761,491.9780253687784
90,90,490.5219607066735,491.01899314604987,490.71072,489.5295402287989,490.9851701522587,492.48435469808175,490.8223901859396,491.0497116206552,492.48435469808175,491.06482468158737,492.1042093977352
91,91,490.34727256131646,490.33094952428473,489.82913,490.48230855237415,490.2795481214527,492.48435469808175,490.141175863824,490.358544962418,492.48435469808175,490.3196670971661,491.9614893475244
92,92,489.1342199490458,490.1636268714132,489.98773,487.1671341096808,490.4496770938169,492.48435469808175,490.4073476482027,490.50138429509593,492.48435469808175,490.4928088066623,492.0192887516702
93,93,491.4800742356893,491.7302366238147,490.8025,492.4403784482852,491.1031394235836,492.48435469808175,491.21047520035,491.3034809330487,492.48435469808175,491.3351301137508,491.9828222444105
94,94,490.7890209575209,491.1004730960881,490.90308,490.5545666785992,490.34603351842935,492.48435469808175,490.521229744078,490.609908532326,492.48435469808175,490.4841784575116,491.9417535794665
95,95,490.7868383989007,492.40471694584267,489.6693,489.92424280221707,489.77533711266193,492.48435469808175,489.6963397093125,489.6903452853583,492.48435469808175,489.7059955254652,492.163340306648
96,96,490.3541679742337,491.04343616750674,490.21375,490.40929403646953,489.8369576200196,492.48435469808175,490.04982987413496,489.5254504676102,492.48435469808175,489.7214717531429,491.9385766024117
97,97,489.03088436131816,489.9147721084904,489.00955,488.1008552489244,490.47744519143424,492.48435469808175,490.2942589959365,490.2495079512661,492.48435469808175,490.34865084915134,492.0644164438528
98,98,494.18915338216885,493.53007142677166,496.44687,496.6439507093559,495.9461505642363,492.48435469808175,495.4157152042311,495.9455772176146,492.48435469808175,496.203076761824,492.8567765956904
99,99,489.67997339388575,489.44300063743634,489.65683,488.7082353003553,490.0738479378298,492.48435469808175,490.1925133999668,489.9860542311125,492.48435469808175,489.9929577981316,492.4876008748676
100,100,490.6868606051228,489.8688035140956,489.9827,492.3254662443845,489.9166459619872,492.48435469808175,490.1120442223045,489.9476912449297,492.48435469808175,489.9201291016447,491.95807424140185
101,101,486.2350087262201,479.2384739371521,490.2907,489.35239457570657,489.1266457466399,492.48435469808175,489.45739629736346,488.2439463500682,492.48435469808175,488.6067074754936,492.1535848004274
102,102,490.8141785297617,488.9699065025507,490.4136,491.6963413974109,490.1235966319273,492.48435469808175,490.24923211870816,489.86313783808856,492.48435469808175,489.9654371804552,492.4762503262477
103,103,488.50305196635526,490.2411835304742,489.88483,485.840862132231,490.1288339452499,492.48435469808175,490.0964087912952,490.091697369018,492.48435469808175,490.1112714147495,491.951669661978
104,104,490.86595319963095,490.44758130534507,490.18887,492.1391402610855,489.5629754272732,492.48435469808175,489.6386912141647,489.633359095145,492.48435469808175,489.5533222216631,491.9057556947212
105,105,489.3281385300209,489.6689026488684,490.06815,488.66138996256166,489.4332590605281,492.48435469808175,489.6167200381321,488.7938861821062,492.48435469808175,489.1104261850155,491.973401368095
106,106,490.213910277904,490.7020041476984,490.56296,489.1956981691836,489.7147650744919,492.48435469808175,489.8677728918422,489.9470657649152,492.48435469808175,489.8107940593436,491.9985748261101
107,107,489.89376671539634,490.31627363885474,489.63138,489.19295478868537,489.78970048976544,492.48435469808175,489.9170784337229,490.0992377680676,492.48435469808175,489.9167381642431,492.0000743293873
108,108,490.8666252110088,490.37894779885534,490.2472,491.8262042572469,490.4762321143223,492.48435469808175,490.5436355194155,490.7046684904104,492.48435469808175,490.6154074431535,491.9345787061812
109,109,490.1446399766846,489.9777148287026,490.28326,489.4032372342094,490.2717637152953,492.48435469808175,490.1574652799082,490.2981105399444,492.48435469808175,490.2854887839301,491.9873662248663
110,110,491.6714858379585,494.4617039957584,494.63605,496.0300531488624,494.1166319965201,492.48435469808175,494.3733568594118,493.76461654883866,492.48435469808175,493.9471188138277,493.0302690182189
111,111,490.53321799646966,490.2584079594159,490.36276,490.6307140412728,490.1535687041648,492.48435469808175,490.2796228492275,490.3278006289594,492.48435469808175,490.2160294456157,491.9104693917641
112,112,489.4311101361152,489.9378157716503,489.7087,488.607398093966,489.6317912555596,492.48435469808175,489.790033500713,489.7328797825396,492.48435469808175,489.6336798113069,491.90022573029887
113,113,496.016561298487,493.1238628131851,496.94952,495.9324621031059,497.493944452976,492.48435469808175,496.9380341393256,497.2247518821607,492.48435469808175,497.42636715390887,493.3296723069615
114,114,494.0338382795399,495.6977024911526,495.4331,496.03350527288,494.15580150215055,492.48435469808175,494.12044596809073,493.9284712477038,492.48435469808175,494.024694227716,492.8825553933289
115,115,495.2938110305784,492.3048304936754,495.6365,495.6722550762711,497.4263296598857,492.48435469808175,496.7330410875767,497.8369593044225,492.48435469808175,497.6143979397487,493.30044755221127
116,116,490.8522874616846,492.4076335044527,489.65805,489.80463207315495,489.7560942767905,492.48435469808175,489.6103958844504,489.7683806417113,492.48435469808175,489.7143519616372,492.1582711744262
117,117,492.4522099806152,490.12301049224055,495.49,496.1838425069794,492.82202743314735,492.48435469808175,493.0669001106217,492.7252183730913,492.48435469808175,492.6845449399544,492.6997274504099
118,118,490.6599634754332,490.83073268694017,490.39188,491.2086335006968,490.5160977670813,492.48435469808175,490.293536027005,489.8674347092514,492.48435469808175,490.2391931394409,492.0791652317397
119,119,491.3238814653064,490.6295615127386,490.67728,492.0230535904134,490.5275870607335,492.48435469808175,490.4096807350528,490.6058190431625,492.48435469808175,490.5940824969117,492.01191598074666
120,120,491.2607760362336,490.7155860927168,490.5869,493.4006437156351,489.81783960132464,492.48435469808175,489.872918675754,489.9108030458526,492.48435469808175,489.84534065322674,491.8732168411337
121,121,493.27677828844224,492.827989306431,491.78906,493.8657318912145,489.8468911117607,492.48435469808175,489.8223870374986,490.00743398782265,492.48435469808175,489.86015760268,492.1723882869565
122,122,490.057717437447,490.79893214079806,490.20602,489.23574778935006,490.5603637024079,492.48435469808175,490.3876824728376,489.9733481894987,492.48435469808175,490.3112678329955,492.0806775248205
123,123,490.8019175638106,494.48349444796975,493.33057,490.76050744607966,495.7837114139983,492.48435469808175,495.56716833919296,496.2207655831276,492.48435469808175,495.9906391655142,492.9944825194454
124,124,490.050935346978,489.74857870892345,489.6442,491.3344881807001,489.9284501183528,492.48435469808175,489.9454345058626,489.6206867792607,492.48435469808175,489.8237059978758,491.8813713285738
125,125,494.73152213512685,495.7079626213294,494.02124,495.6822311737327,493.1302632606629,492.48435469808175,493.8434111189305,493.2125637248502,492.48435469808175,493.2289715806013,492.6342445612947
126,126,490.3756067045897,489.745731886409,490.59668,491.1581740265526,489.5573635096199,492.48435469808175,489.7269924389996,489.5491353955774,492.48435469808175,489.5049742728165,491.8943998699993
127,127,500.9975029479395,504.2868648676274,501.37805,503.5151414559699,500.5191214519529,492.48435469808175,500.3796360827839,501.1846837742992,492.48435469808175,500.8897847410038,493.6747102581048
128,128,489.0774157269507,489.2794826076716,489.6935,487.7682253904165,489.6017508620927,492.48435469808175,489.8087770982496,489.6335588825133,492.48435469808175,489.5858781568511,491.888399985071
129,129,489.56673816565086,490.8147479947834,492.23932,490.21508573335615,492.4279672827088,492.48435469808175,492.69739947017496,492.1384222319221,492.48435469808175,492.2371482211668,492.5780116463805
130,130,491.5076269520845,490.46464128261033,491.1398,492.888774305483,490.136860669111,492.48435469808175,490.102394082419,490.2592873823584,492.48435469808175,490.2213447624165,491.88542930260536
131,131,493.3218690688024,495.9497207435109,494.73914,493.93568566950455,493.7806951173483,492.48435469808175,493.8520319157651,493.2772048747507,492.48435469808175,493.5646850360507,492.8213990854336
132,132,491.4288912267671,493.2011088604099,489.60367,490.8455213845317,489.7094403956825,492.48435469808175,489.6341510872799,489.5572336179155,492.48435469808175,489.6334774909503,492.1484103693045
133,133,493.5193268440469,494.3570021320036,493.45514,492.7328976302695,493.4935029201927,492.48435469808175,493.0050107318543,493.15212799078336,492.48435469808175,493.294399222029,493.04209606482175
134,134,489.7860029974445,490.5038836987861,489.66464,489.30232622757217,489.7038719436452,492.48435469808175,489.8249672062673,489.7750181720335,492.48435469808175,489.71812173833376,491.86494950108846
135,135,491.1273460192647,489.8557105846207,490.21826,493.4814167486132,490.5090581474293,492.48435469808175,490.2860677224574,490.2987222045901,492.48435469808175,490.3995778785872,492.0737920163016
136,136,489.596690299301,489.9695346962128,490.26212,488.9747041003744,489.7371930226868,492.48435469808175,489.8642221427625,490.0973197938442,492.48435469808175,489.8762874601812,492.0099890100676
137,137,491.2132442758671,492.7958257577741,489.58405,490.7458505544832,489.700738390264,492.48435469808175,489.61313304058416,489.5336734488644,492.48435469808175,489.60926799246727,492.1533472463805
138,138,494.376800031127,495.7566912583089,493.76788,494.14044062254055,492.93943534380816,492.48435469808175,493.7014329424674,492.8702598010919,492.48435469808175,492.9597741569439,492.6191310160156
139,139,490.810054016536,492.1009004208016,488.96384,491.25014652281527,489.5940571226621,492.48435469808175,489.5783832663888,489.428868959942,492.48435469808175,489.4973825253414,492.1638409625129
140,140,504.6863675752825,501.9548532939589,502.79654,503.605971572033,500.2301609074562,492.48435469808175,499.7829118587261,500.2371829553505,492.48435469808175,500.2335117302668,493.80016602553326
141,141,491.2132411866733,490.0982874071669,490.0234,492.5637064094025,490.7884282223026,492.48435469808175,490.54848415239,490.6128469396844,492.48435469808175,490.7001534766925,492.0909805346746
142,142,495.6094044674341,493.26826972542153,495.9702,494.6711941525848,497.4840599119197,492.48435469808175,496.8776371620627,497.6088405574821,492.48435469808175,497.5594429081608,493.3191554126632
143,143,490.2208911640687,490.4549193083241,490.519,489.7367882879688,490.1449085285379,492.48435469808175,490.2050668414526,490.1555867113117,492.48435469808175,490.1429158007023,491.946420308512
144,144,490.0150865705581,490.5856422130917,490.32,488.9921328020344,489.9927191882404,492.48435469808175,489.9785636565437,490.0412623318143,492.48435469808175,490.00981765969055,491.9101134391408
145,145,490.74462375198783,489.6944434230541,489.65683,492.564603028877,490.101449516025,492.48435469808175,490.22100465277344,490.0559615136191,492.48435469808175,490.0390647511626,492.4787906634004
146,146,493.8400291007885,494.2345055122411,493.72357,494.9844372537105,492.8623205302253,492.48435469808175,493.5230208123841,492.6192135540885,492.48435469808175,492.7862392609288,492.65623911969993
147,147,490.29442294885376,489.92431815881486,490.24103,490.856175564942,489.7901812987424,492.48435469808175,489.9590318141061,489.98222596784416,492.48435469808175,489.87617542987687,492.0172335823231
148,148,490.2844814913712,491.1987424165813,490.177,489.46842256678633,491.115301074598,492.48435469808175,491.24407367936544,491.3397174712116,492.48435469808175,491.3740417243993,491.97051366341697
149,149,495.4122724083618,503.80454212178137,494.60416,494.8864424771492,493.1347973916396,492.48435469808175,493.0981232565094,492.8041862952284,492.48435469808175,492.96574550410793,492.7226229758203
150,150,491.7769067664445,490.8712176853189,490.81183,493.7478588046064,490.12834923705566,492.48435469808175,490.07685623157016,489.8701261505376,492.48435469808175,490.0550831496812,491.9612972533933
151,151,490.65191563646937,490.4424982265568,490.26126,491.6700385745131,489.44767412793294,492.48435469808175,489.44422561716414,489.52531764414806,492.48435469808175,489.4364333442064,491.8815694392223
152,152,490.798261244656,490.5754375388992,490.65417,491.7891491885532,490.1628677881877,492.48435469808175,490.2334745224361,490.329079015564,492.48435469808175,490.2453931929292,491.91559449386097
153,153,489.4311302488673,491.1010159434432,489.97632,487.3117803886225,489.5574986270416,492.48435469808175,489.7115842908714,489.43925713793016,492.48435469808175,489.5111077201871,491.9962422549538
154,154,490.0379253575216,492.4077545465428,489.48828,487.6795030732291,489.7091088006332,492.48435469808175,489.606981431788,489.5970519549895,492.48435469808175,489.63465731097466,492.1612553482457
155,155,499.291165875981,504.0764223984679,496.67914,499.5043191199365,494.4674893043449,492.48435469808175,494.3844013588383,494.900342446987,492.48435469808175,494.77489750736936,492.9840633867134
156,156,494.12722160913927,495.9480384450177,495.44058,495.5299331754448,494.40283398875033,492.48435469808175,493.8701335636549,494.16705035438105,492.48435469808175,494.3313785976334,492.8447113074655
